10603378	May mga usa sa kagubatan.	10603375	There were deer in the woods.
10604393	Ang gawain ng pagtatatag ng Utopiya sa galaksiya ay hindi itinuloy nang walang alitan. Ang iba't ibang uri ng lahi ay angkop na magkaroon ng iba't ibang mga patakaran para sa galaksiya. Bagama't hindi na maiisip ang digmaan, karaniwan ang uri ng alitang alam natin sa pagitan ng mga indibidwal o asosasyon sa loob ng parehong estado. Mayroong, halimbawa, isang patuloy na pakikibaka sa pagitan ng mga planetaryong sistemang higit sa lahat ay interesado sa pagtatayo ng Utopiya, ng mga yaong talagang nag-aalalang makipag-ugnayan sa ibang mga galaksiya, at ng mga yaong ang pangunahing pinagkakaabalahan ay espiritwal.	10578064	The task of establishing Utopia in the galaxy was not pursued without friction. Different kinds of races were apt to have different policies for the galaxy. Though war was by now unthinkable, the sort of strife which we know between individuals or associations within the same state was common. There was, for instance, a constant struggle between the planetary systems that were chiefly interested in the building of Utopia, those that were most concerned to make contact with other galaxies, and those whose main preoccupation was spiritual.
10605270	Sa pagitan ng mga may isip na planetaryong sistema, naganap ang walang katapusan ng mga pagkakaiba-iba ng personal na pakikipagtalik. Tulad ng sa pagitan ng mga indibidwal na tao, mayroong mga pag-ibig at pagkapoot, mga pakikiramay at antipatiya, masaya at nakababahalang mga intimidad, pagtutulungan at paghadlang sa mga personal na pakikipagsapalaran at sa mahusay na karaniwang pakikipagsapalaran sa pagbuo ng galaksiyang Utopiya.	10605262	Between the minded planetary systems occurred infinite variations of personal intercourse. As between human individuals, there were loves and hates, temperamental sympathies and antipathies, joyful and distressful intimacies, cooperations and thwartings in personal ventures and in the great common venture of building the galactic Utopia.
10606670	Upang maunawaan ang katotohanan at kathang-isip, marahil kailangan mong matutunan ang tungkol sa epistemolohiya.	10606666	To understand fact and fiction, maybe you need to learn about epistemology.
10606958	Sa palagay mo ba, ang isang babaeng magsasakang namumuhay nang mas organikong buhay kaysa sa iyo sa isang pinabayaang bansa, habang ginagamit niya ang dumi ng baka upang gumawa ng apoy, ay sa paraang mas mayaman kaysa sa iyo?	10605609	Do you think a peasant girl living a more organic life than you in a forsaken country, as she uses cow dung to make fire, is in a way richer than you?
10606968	Sa madaling salita, pagkatapos lamang ng maraming kabiguan, at pagkatapos ng maraming baog na panahon kung saan, para sa iba't ibang dahilan, ang negosyo ay napabayaan, na ang Ikaapat na Tao sa haba ay gumawa ng dalawang indibidwal na halos eksakto sa uring orihinal nilang idinisenyo. Ang mga ito ay ginawa mula sa iisang pertilisadong itlog, sa mga kondisyon ng laboratoryo. Magkaparehong kambal, ngunit sa magkaibang kasarian, sila ay naging Adan at Eba ng bago at maluwalhating uri ng tao, ang Ikalimang Tao.	10606594	In short it was only after many failures, and after many barren epochs during which, for a variety of reasons, the enterprise was neglected, that the Fourth Men did at length fashion two individuals almost precisely of the type they had originally designed. These were produced from a single fertilized ovum, in laboratory conditions. Identical twins, but of opposite sexes, they became the Adam and Eve of a new and glorious human species, the Fifth Men.
10610475	Sa animistikong konsepto ng pansikismo, lahat ng bagay at lahat ng tao ay may aspeto ng "isip," sa ilang antas, kahit na kung minsan ay bahagya.	10610405	In the Animistic concept of panpsychism, everything and everybody have some aspect of "mind," at some level, even though sometimes scarcely.
10610483	Mahal, may higit pa sa buhay kaysa sa obligasyong bumuo ng pamilya at magpalaki ng mga anak.	10610482	Dear, there is more to life than being obligated to form a family and raise children.
10614223	Ang pangkalahatang kalakaran ay tila ang buong mundo ay nagiging mas sekular.	10614222	The general trend seems to be that the whole world is becoming more secular.
10625491	Kababalik lang ng kapitbahay.	9930185	The neighbour has just got back.
10625493	Gagawin ko iyan.	10208306	I will do that.
10625495	Tutulungan kita diyan.	2549101	I'll help you out.
10625498	Balak mo bang sabihin kay Tom kung bakit nais mong gawin niya iyon?	6096348	Are you planning to tell Tom why you want him to do that?
10625499	Plano mo bang sabihan si Tom kung bakit gusto mong gawin niya iyon?	6096348	Are you planning to tell Tom why you want him to do that?
10625500	Si Muriel ay 20 taong gulang.	3688316	Muriel is twenty years old.
10625501	Nagulat si Tom nang naalala ni Mary ang sinabi niya sa kaniya.	6833096	Tom was surprised that Mary remembered what he'd said to her.
10625502	Sinadya mong ibigay ang maling sagot, no?	3153825	You purposely gave the wrong answer, didn't you?
10625503	Natatakot siya.	8216554	She's scared.
10625504	Nasisiyahan ako tuwing kinakausap ko siya.	3903230	I enjoy talking with her.
10625505	Alam mo ba ang manga na ito?	10038976	Do you know this manga?
10625506	Tinanggi iyan ni Sami.	6698344	Sami denied it.
10625508	Mahal mo ang nanay mo, hindi ba?	9972176	You love your mother, don't you?
10625509	Sinabi ni Tom na hindi aalis si Mary bukas ng umaga.	6526177	Tom said that Mary wasn't going to leave tomorrow morning.
10625510	Maging maingat ka sa pagpipili ng kaibigan mo.	6689419	Pick your friends carefully.
10625511	Pababalikin ko si Tom dito.	2540961	I'm going to bring Tom back here.
10625512	Nagkita kami noong nakaraang linggo.	6948417	We met a week ago.
10625513	Naghahanap si Mary ng trabaho simula noong nagtapos siya.	681246	Mary has been looking for a job since she graduated.
10625514	Sa tingin ko, hindi si Tom ang taong dapat kinakausap mo.	7229642	I don't think Tom is the person that you should be talking to.
10625515	Nagkwento siya sa amin tungkol sa isang lalaking nangangalang Tom Sawyer.	5818277	He told us a story about a boy named Tom Sawyer.
10625516	Si Tom ay hindi bahagi ng aming pangkat.	5938176	Tom isn't part of our group.
10625517	Alam kong hindi gaanong magaling maglaro si Tom ng basketbol.	7510119	I know Tom isn't a very good basketball player.
10625518	Huwag ka nang mag-alala tungkol sa buhay ko.	8211268	Don't worry about my life anymore.
10625519	Hindi tumawag sa pulis si Sami.	7266732	Sami didn't call the police.
10625520	Hindi iyan maliit na problema.	10209479	That's no small problem.
10625557	Nilinis ni Tom ang kotse.	3922008	Tom washed the car.
10625558	Pinangalan niya ang kaniyang aso na Popeye.	298695	He named his dog Popeye.
10625559	Pinatay siya gamit lamang ng isang bala.	293819	He was killed by a single bullet.
10625560	Mabait ka talaga.	69846	You are so kind.
10625561	Mayroon akong isang kabayo.	810963	I own a horse.
10625562	Hindi ko ito naiintindihan.	38392	I don't get it.
10625563	Hindi ko ito maunawaan.	38392	I don't get it.
10625564	Wala tayong oras.	449441	We don't have time.
10625565	Natutuwa ako at tapos na ang klase.	21617	I am very glad school is over.
10625566	Hindi mo pwedeng patayin kami pareho.	3331099	You can't kill us both.
10625568	Tumigil ako sa pag-iinom ng kape.	1488821	I stopped drinking coffee.
10625569	Sino yung batang lumalangoy diyan?	7826853	Who's the boy that's swimming over there?
10625570	Kailangan nating mag-usap.	1525260	We need to talk.
10625572	Kumain ng tinapay ang lalaking iyan.	1047228	That man ate bread.
10625573	Ang lalaking iyan ay kumain ng tinapay.	1047228	That man ate bread.
10625574	Kailangan kong ipaayos ang aking kompyuter.	253849	I have to get my computer repaired.
10625575	Pumunta po sa banko.	18441	Please go to the bank.
10625576	Maging malikhain.	2111964	Be creative.
10625577	Mayroon akong takdang-aralin para sa math ngayon.	242907	I have math homework today.
10625578	Nagsisimula pa lamang ako.	257506	I'm just beginning.
10625579	Ang mga ito ay simpleng pangungusap.	1457472	These are simple sentences.
10625580	Totoo ba talaga iyan?	1396023	Is that really true?
10625581	Nagpasiya ako.	2380376	I made a decision.
10625582	Kaninong aklat ang mga iyan?	66999	Whose books are those?
10625583	Kaninong libro ang mga iyan?	66999	Whose books are those?
10625584	Sa kaniya iyan.	2187267	That's hers.
10625585	Sa kaniya iyon.	2187267	That's hers.
10625586	Ano ang ginawa mo sa iyong kotse?	17085	What have you done with your car?
10625587	Ano'ng ginawa mo sa kotse mo?	17085	What have you done with your car?
10625588	Hindi niya alam kung sino ang nagpagawa sa mga bahay na iyan.	291455	He doesn't know who built those houses.
10625589	Aalagaan ko ang asong ito.	253592	I'll take care of this dog.
10625591	Nakikipag-usap ang mga piloto sa paliparan gamit ang radyo.	35510	Pilots communicate with the airport by radio.
10625592	Pabago-bago ang kondisyon ng pasyente araw-araw.	21066	The patient's condition changes from day to day.
10625593	Pumasok sila sa gubat.	2280426	They entered the forest.
10625594	Palaging nagbabasa ang aking asawa sa kama.	528148	My husband always reads in bed.
10625595	Palaging nagbabasa ang asawa ko sa kama.	528148	My husband always reads in bed.
10625596	Huwag mong kausapin ang drayber.	2265879	Don't talk to the driver.
10625597	Bakit ka bumangon nang sobrang aga?	36488	Why did you get up so early?
10625599	Balatan mo ang mansanas bago mo kainin.	1345552	Peel the apple before you eat it.
10625600	Gusto nilang yumaman.	306394	They want to become rich.
10625601	Nais nilang yumaman.	306394	They want to become rich.
10625602	May nakitang tao si Tom.	3360557	Tom saw somebody.
10625603	Ano'ng puwede kong gawin?	408069	What can I do?
10625604	Ano ang maaari kong gawin?	408069	What can I do?
10625605	Ito ba ang dahilan kung bakit ayaw mong sumama sa akin?	2591014	Is this the reason you didn't want to come with me?
10625607	Bago ang mga ito.	2252706	These are new.
10625608	Taga-Boston ba si Tom?	4815368	Is Tom from Boston?
10625609	Gusto ni Tom na gumamit ng bagong shampoo.	1141000	Tom wants to try a new shampoo.
10625610	Hindi niya ito magugustuhan.	1547507	She won't like this.
10625611	Natanggap ko ang kaniyang liham kahapon.	257802	I received her letter yesterday.
10625612	Alam niya ang sikreto.	302961	He knows the secret.
10625613	Alam niya ang lihim.	302961	He knows the secret.
10625614	Ang mga bata ay dapat uminom ng gatas araw-araw.	245992	Children should drink milk every day.
10625616	Dapat uminom ng gatas ang mga bata araw-araw.	245992	Children should drink milk every day.
10625617	Mayroon akong problema sa bato.	270666	I have kidney trouble.
10625618	Nasaan ang nanay ko?	2254646	Where's my mommy?
10625619	Masayang masaya ako na makita kita.	432319	I'm very happy to see you.
10625620	Ano ang dapat gawin ni Tom?	3738304	What should Tom do?
10625623	Sa tingin ko, sulit basahin ang aklat na ito.	56882	I think this book is worth reading.
1780699	Iyon ang kanyang huling mga salita.	4347199	Those were his last words.
1780699	Iyon ang kanyang huling mga salita.	10625633	Those were her last words.
1780699	Iyon ang kanyang huling mga salita.	10625634	Those were their last words.
2753658	Tapos na ang bakasyon.	10625635	Vacation is over.
8973985	Maraming mga artista sa siyudad ni Silvestre.	10625636	There are many artists in Silvestre's city.
2747573	Mas madaling magplano kaysa ito'y implementahin.	10625637	It's easier to plan than to implement it.
2909233	Darating siya rito sa ilang sandali.	9988721	He will arrive shortly.
9773674	Mas konsistente ang ortograpiya ng Pranses kaysa sa Ingles.	10625639	French orthography is more consistent than English.
10047137	Kinulayan ang bahay ni Juan nang itim.	10625640	Juan colored his house black.
1663263	Si Florencia'y galing sa Chile. Taga-Chile siya.	10625641	Florencia comes from Chile. She is Chilean.
2746488	Bukas ay isang bagong araw.	3825455	Tomorrow is a new day.
5077206	Nagluluto ng leche flan si Leo.	10625642	Leo is making leche flan.
3785878	Nag-aalmusal si Ken sa kusina.	10625643	Ken is eating breakfast at the kitchen.
6487359	Pula at berde ang kumot.	10625644	The blanket is red and green.
8973923	Maraming mga kapihan sa siyudad ni Silvestre.	10625651	There are many cafes in Silvestre's city.
2752005	Saan mo natutuhan ang ingles?	69856	Where did you learn English?
4682940	Maraming panauhin ang pumunta sa kasal ni Mary.	10625652	Many guests attended Mary's wedding.
10632385	Talagang malungkot ka. Iba ang paningin mo sa mundong ito.	10632387	You are really sad. You have a different view of this world.
10633353	Tinakpan ng Panginoong Gro ang kanyang mukha ng kanyang manta at umiyak upang marinig at masdan ang banal na Pavane; dahil sa muling pagbangon ng mga multo ay itinaas nito para sa kanya ang lumang masasayang kalahating nakalimutang mga araw sa Goblinlandiya, bago siya nakipagsabwatan laban kay Haring Gaslark at pinalayas mula sa kanyang mahal na lupang tinubuan, isang pagpapatapon sa matubig na Bruhalandiya.	8863851	The Lord Gro covered his face with his mantle and wept to hear and behold the divine Pavane; for as ghosts rearisen it raised up for him old happy half-forgotten days in Goblinland, before he had conspired against King Gaslark and been driven forth from his dear native land, an exile in waterish Witchland.
10648259	Instrumento ba ang mayonesa?	10087522	Is mayonnaise an instrument?
10654593	Pagkatapos ng isang momento, si Juss ay tumigil at inamoy ang hangin. "Amoy ko ang bagong pinutol na dayami," sabi niya, "at ang mga bulaklak. Ito ba ang aking pantasya, o maaari mo rin ba itong maamoy?"	8877556	After a while Juss halted and sniffed the air. "I smell new-mown hay," he said, "and flower-scents. Is this my fantasy, or canst thou smell them too?"
10656685	Sa makatuwid, kinuha nila ang kanilang mga upuan, at ang hapunan ay itinakda sa harap nila: mga kambing na pinalamanan ng mga wolnat at mga almendras at mga pistasyo, mga kandanggaok sa sarsang kamelino, mga piraso ng karne ng baka, gansa at abutarda, at mahusay na kubilete at garapon ng rubi-pusong alak. Matakaw sa magandang handa ay si Corinius at ang kanyang mga tao, at ang katahimikan ay nasa bulwagan para sa ilang sandali, maliban sa ingay ng mga pinggan at ang mga nguya ng mga bibig ng mga kumakain.	8863911	So they took their seats, and supper was set before them: kids stuffed with walnuts and almonds and pistachios; herons in sauce cameline; chines of beef; geese and bustards; and great beakers and jars of ruby-hearted wine. Right fain of the good banquet were Corinius and his folk, and silence was in the hall for awhile save for the clatter of dishes and the champing of the mouths of the feasters.
10667108	Kumta mo?	515907	Oh! Really?
10669942	Para sa mga Budista, ang galit at poot ay mga karumihan.	10669936	To Buddhists, anger and hate are defilements.
10669955	Mula sa simula ng Web, ito ay palaging isang iyakan para sa maraming mga tao.	10669951	Since the start of the Web, it has always been a crying place for many people.
10170015	Alam kong alam ni Tom kung bakit iyan ginagawa ni Mary.	7515246	I know Tom knows why Mary is doing that.
10724587	Sa bukid ng Ibaan, Batangas, Pilipinas, kumakain ako ng langka sa verandah, at sabi nga ng Tito Boy ko, mas masarap ang lasa ng langka kung ako ay nagsasalita ng Tagalog, pahiwatig nang kaysa sa Ingles.	10724561	In rural Ibaan, Batangas, Philippines, I was eating jackfruit in the verandah, as my Uncle Boy said that jackfruit would taste more delicious if I were speaking in Tagalog, insinuatingly than in English.
10747403	Dahil sa makapal na niyebe, ang tren ay nahuli ng 10 minuto.	275818	Because of the heavy snow, the train was 10 minutes late.
10747466	Kailangan kong maghugas ng kamay.	2361659	I need to wash my hands.
10748491	Malubha ang pagbibitak-bitak ng aking mga kamay, kaya kailangan kong gumamit ng gomang guwantes sa tuwing maghuhugas o maglalaba ako.	10239416	My hands are badly chapped, so I need to use rubber gloves whenever I do washing or laundry.
10748501	Malamang si Tom ang salarin.	6873797	I think it must have been Tom who did this.
10748506	Pustahan tayo si Tom ang kumana niyan.	6873797	I think it must have been Tom who did this.
10749862	Ang Java at JavaScript ay parang ang Indiya at Indonesya; magkaiba sila.	4163700	Java and Javascript are like India and Indonesia, they aren't the same thing.
10749872	Hiniling ko sa iyo na bumili ng isda, hindi manok!	10749870	I asked you to buy fish, not chicken!
10751091	Sinabi niya sa lalaki, "Ang ganda ng bulaklak mo!"	10751083	She said to the man,"Your flower looks beautiful!"
10757172	Kung mag-aaral ka ng limang bagong salitang Ingles sa isang araw, maaari kang mag-aral ng 1,825 salita sa isang taon, at 182.620 salita sa loob ng isangdaang taon.	2746943	If you learn five new English words a day, that's 1,825 words a year, and 182,620 words in one hundred years that you can learn.
10757173	Sabi ni Tom 'di raw niya ginawa 'yon.	5073207	Tom said that he hadn't done it.
10757174	Kinailangan kong gawin 'yon.	6274019	I needed to do that.
10757180	Meron akong pulang bisikleta.	1312784	I have a red bike.
10757181	Mayroon akong pulang bisikleta.	1312784	I have a red bike.
10757190	Nagmakaawa siya sa kanya na huwag magsabi ng kahit ano sa kanyang magulang.	5012759	He begged her not to say anything to his parents.
10757194	Siya ay nanatili sa pagsulat ng kuwento tungkol sa mga hayop.	316012	She kept on writing stories about animals.
10757268	Wala akong oras para sa mga babae.	10290161	I don't have time for girls.
10763084	Ang aking obserbasyon ay ang mga tagapagtaguyod ng relihiyon ay nararamdamang mahirap sa harap ng katotohanan sa agham at kathang-isip sa agham.	10763076	My observation is that religious proponents feel poor in the face of science fact and science fiction.
10763233	Ang teknolohiya ay hindi lahat, ngunit ito ay humahanga sa akin kung ang isang etnikong grupo ay maaaring maglagay ng kanilang sariling istasyon sa kalawakan o magtayo ng pinakamabilis na maglev na tren.	10763229	Technology isn't everything, but it impresses me if an ethnic group can put their own space station up or build the fastest maglev trains.
10767259	Ang buwan ng higanteng gas na iyon ay may mga karagatan ng tubig sa ilalim ng makapal na patong ng yelo.	10767254	The moon of that gas giant has oceans of water under a thick layer of ice.
10767266	Sa Titan, isang madilim na metanong ilog ang dumadaloy sa isang metanong lawang napapalibutan ng isang disyerto ng mga burol ng buhangin.	10767264	On Titan, a dark methanic river flows into a methanic lake surrounded by a desert of dunes.
10767274	Sa ilang buwan ng higanteng gas na iyon, may mga larang at bundok ng yelo.	10767273	On some moons of that gas giant, there are fields and mountains of ice.
10767620	Ang aking ina ay higit sa 80 taong gulang.	10767616	My mother is over 80 years old.
10767624	Sa tingin mo ay mukhang bata ang Mama para sa isang taong higit sa 80 taong gulang.	10767622	You think that Mama looks young for someone over 80 years old.
10767645	Alam kong may obsesyon ka kay Mama. Ito ay isang bagay na espiritwal para sa iyo, marahil.	10767642	I know you obsess about Mama. It's something spiritual for you, maybe.
10767653	Mukha namang Mediteranea ang Mama, pero may lahi ring Intsik at Pilipino siya, katulad ng Papa.	10767648	Mama looks Mediterranean, but she has also Chinese and Filipino ancestries, as does Papa.
10767675	Sa mga makulay na ulap ng Jupiter ay may mga kidlat.	10767673	In the colourful clouds of Jupiter were lightnings.
10767681	Ang napakalayong araw ay sumikat nang mahina sa mga mayelong larang at kabundukan ng malayong Pluto.	10767680	The very distant sun shone faintly on the ice fields and mountains of faraway Pluto.
10768241	Paglubog ng araw sa pulang disyerto ng Marte.	10768240	It was sunset in the red Martian desert.
10771426	Ang Marteng rover ay tumawid sa mabatong pulang burol.	10771422	The Martian rover went over the rocky red hill.
10771428	Isang bagyong buhangin ang nakagambala sa paggalaw ng rover sa pulang disyerto sa Marte.	10771427	A sandstorm disrupted the movement of the rover on the red Martian desert.
10773363	Maraming kababaihan ang may pantasyang mamuhay sa karukhaan.	10773348	Many women have the fantasy of living in poverty.
10773431	Dati, gusto ko ang mga dalampasigan. Nangolekta ako ng kulay-ubeng bituing-dagat. Gumamit ako ng klorong may tubig upang linisin ang mga ito. Hinayaan ko silang magbabad. Pagkatapos, pinatuyo ko sila sa ilalim ng araw. Ang mga bituing-dagat ay naging puti.	10773430	I used to like beaches. I collected purple starfish. I used bleach with water to clean them. I let them soak. Then, I dried them under the sun. The starfish turned white.
10773437	Iniiwasan ng rover sa Merkuryo ang bahagi ng araw kung saan ang temperatura ay maaaring higit sa 400 gradong Celsius, ngunit naglalakbay sa bahagi ng gabi kung saan ang temperatura ay mas malamig kaysa sa menos 100 gradong Celsius.	10773436	The Mercury rover avoids the day side where temperatures can be over 400 degrees Celsius, but travels on the night side where temperatures are colder than minus 100 degrees Celsius.
10774602	Ang isang prob na nakasabit sa isang balun ay lumulutang sa gitna ng mas malamig na mga ulap ng Benus, dahil iniiwasan nito ang mga temperatura sa lupang higit sa 400 gradong Celsius.	10774594	A probe hanging on a balloon floats amongst the cooler clouds of Venus, as it avoids the surface temperatures of over 400 degrees Celsius.
10774798	Ang malakas na rover sa Triton ng Neptuno ay naglakbay sa isang meseta ng nitrohenong yelo.	10774782	The rugged rover on Neptune's Triton travelled on a plateau of nitrogen ice.
10774809	Noong nakatira ang pamilya ko sa inuupahang bahay, sa likod-bahay nito, naglaro ako ng mga bao ng niyog sa buhangin. Naisip ko sila bilang mga tirahan sa ibang planeta. Ang tubig mula sa gripo ay naging isang ilog.	10774808	When my family lived in a rented house, in the backyard of it, I played with coconut shells on the sand. I imagined them as habitats on a different planet. The water from the faucet became a river.
10775866	Noon ko pa gustong maglakbay sa paligid ng mga buwan ng Hupiter.	10775863	I've always wanted to travel around the Jovian moons.
10776966	Sa pag-aaral ng kaunting Haida, isang wika ng mga Paunang Bayan sa BC, naalala ko ang sarili kong wika, ang Tagalog.	10776964	Studying a bit of Haida, a First Nations language in BC, I am reminded of my own native language, Tagalog.
10776973	Ang dalubwikang si John Enrico ay gumawa ng mahusay na trabaho upang ipahayag ang mga bagay tungkol sa Haida, isang wika ng mga Paunang Bayan ng BC.	10776971	The linguist John Enrico has done great work to publicize matters about a First Nations language, Haida of BC.
10776980	Ang mga tao ng mga Paunang Bayan ay may mga kawili-wiling kuwentong sasabihin.	10776977	The First Nations peoples have interesting stories to tell.
10776985	Ang mga kapitbahay ko sa Isla Lulu ay mga Pilipino. Sila ang aking "Tito" Ed at "Tita" Zeny na kasama ang tatlo nilang guwapong anak na lalaking sina Derek, Michael, at Charles. Ang mga magulang ay mula sa iba't-ibang probinsyang may iba't-ibang lokal na wika, ngunit bilang karamihan ng mga Pilipino, sila ay nagbabahagi ng Tagalog bilang isang karaniwang wika.	10776984	My neighbours on Lulu Island are Filipinos. They're my "Uncle" Ed and "Auntie" Zeny with their three handsome grownup boys Derek, Michael, and Charles. The parents are from different provinces with different local languages, but as the majority of Filipinos, they share Tagalog as a common language.
10776989	Sa Isla Lulu, kilala ko ang ilang taong may pamana mula sa Cree, isang tribu sa mga Paunang Bayang mula sa Prairies.	10776987	On Lulu Island, I know several people who have heritage from the Cree, a First Nations people from the Prairies.
10778056	Ang "Tita" Zeny ay mula sa lalawigan ng Pampanga sa Pilipinas, at ang "Tito" Ed ay mula sa Bicolandia, o ang multiprobinsiyal na Bikol na Rehiyon, sa Pilipinas. Nasa Canada sila mula noong pang dekadang 1960. Ang kanilang karaniwang wika ay Tagalog, ngunit ang kanilang mga wikang panlalawigan ay Kapampangan at Bikol, ayon sa pagkakabanggit. Noong nag-aaral ako sa Elementaryang Errington, mayroon silang bahay na katabi ng bakuran ng paaralan. Binisita ko sila minsan para kainin ang kanilang matatamis na dilaw na sirwelas mula sa kanilang mga puno sa hardin. Bumili sila ng kanilang pangalawang bahay, na matatagpuan sa tapat ng aking kasalukuyang bahay.	10778036	"Auntie" Zeny was from the province Pampanga in the Philippines, and "Uncle" Ed was from Bicolandia, or the multiprovincial Bicol Region, in the Philippines. They had been in Canada since the 1960s. Their common language was Tagalog, but their provincial languages were Kapampangan and Bikol, respectively. When I was attending Errington Elementary, they had a house whose picket fence was adjacent to the school yard. I visited them sometimes to eat their sweet yellow plums from their trees in the garden. They would buy their second house, located across the street of my current house.
10778185	Sa Isla Lulu, ang mga kapitbahay na Kantones, ang senyor at senyora ay may apat na malaki nang anak, sina Sherman, Teresa, Edmond, at Vicky. Ang kanilang pasukan ay mapistang dinekorasyon ng pulang papel at mga logograma. Nakapunta na si Sherman sa Tsina. Ang huling tatlong anak ay may sariling mga anak.	10778184	On Lulu Island, the Cantonese neighbours, the mister and the mistress have four grownup children, Sherman, Teresa, Edmond, and Vicky. Their entrance is festively decorated with red paper and logograms. Sherman has been to the PRC. The latter three children have children of their own.
10778419	Ang rover ay tumawid sa maalikabok na pulang kapatagan sa Marte.	10778416	The rover lumbered across the dusty red plain on Mars.
10780308	Ano ang nakakaakit sa iyo tungkol sa relihiyon at kultura ng Romano Katoliko?	10780303	What attracts you about the Roman Catholic religion and culture?
10780335	Talagang walang katiyakan ang kapitbahay kong babaeng relihiyosa kapag nakakakita siya ng anuman tungkol sa siyensiyang piksiyon.	10780334	My religious woman neighbour feels really insecure when she sees anything about science fiction.
10780380	Alam mong hindi natin mapipigilan ang pag-uusap tungkol sa mga bagay na pang-agham dahil lang sa takot ang ilang babaeng hindi nakapag-aral.	10780375	You know that we cannot stop talking about scientific matters just because some uneducated women are afraid.
10781888	Ang Pilipinas ay parang pinaghalong Hawaii at Mehiko. Nakalulungkot na pinalitan ng Ingles ang Espanyol bilang pantulong na wikang kapuluan pagkatapos ng mapagpasyang Digmaang Espanyol-Amerikano noong 1898. Kung minsan ay binansagan ko ang Pilipinas bilang "Bughaw na Hawaii." Sa anumang kaso, tila lumalakas ang Tagalog sa mga isla, dahil mas gusto ng karaniwang taong manood ng telebisyon sa Tagalog kaysa Ingles. Noong ako ay nanirahan doon noong dekadang 1970, ang mga banyagang palabas ay nasa Ingles, ngunit ang mga lokal na palabas sa Tagalog. Sa kamakailang panahon, ang mga palabas mula sa Amerika, Hapong anime, Koreanong drama, atbp. ay itinunog sa Tagalog. Gamit ang katutubong wika, ang Pilipinas ay isang talagang tainga-bibig na kultura, na nagbibigay-diin sa telebisyon, pelikula, video, radyo, tsismis, atbp. bilang kapalit ng maraming panitikan.	10781886	The Philippines is like a blend of Hawaii and Mexico. It was unfortunate that English replaced Spanish as an auxiliary archipelagic language after the decisive Spanish-American War of 1898. I sometimes nickname the Philippines as "Blue Hawaii." In any case, Tagalog seems to be strengthening in the islands, as the common person prefers to watch television in Tagalog rather than English. When I lived there in the 1970s, foreign shows were in English, but local shows in Tagalog. In recent time, American shows, Japanese anime, Korean dramas, etc. become dubbed in Tagalog. With the indigenous language, the Philippines is a highly aural-oral culture, emphasizing television, movies, videos, radio, chit-chat, etc. in lieu of much literature.
10782046	Pagkatapos ng klase, madalas kaming dumaan ng kapatid ko sa bahay ng Tita Mila ko sa Kalyeng Kamias sa Lungsod ng Quezon para makipaglaro sa mga pinsan ko. Isa itong sinaunang mansyon na dating embahada ng ibang bansa. Inilipat daw ito ng mga manggagawa mula sa labas na lalawigan patungo sa lungsod. Ang Tita Mila ay isang taong naaayon sa katutubong kultura ng Pilipinas. Nagustuhan niya ang lahat ng gawang-kamay na gawa sa kahoy at kabibi na ito. Sa kabilang banda, ang kanyang asawa, ang aking Tito Joe, ay napaka-makaamerikano at itinuro ang kanilang mga anak sa wikang Ingles nang maaga dahil nilayon nilang lumipat sa Estados Unidos. Naisip ko na kakaiba na ang mga magpinsan na ito ay nagsasalita ng Ingles sa bahay na para silang artista sa telebisyon. Pero nag-Tagalog sila sa amin. Ang Tito Joe ay mula sa isang lalawigan, Pangasinan, kung saan ang Tagalog ay pangalawang wika; doon, ang mga tao ay nagsasalita ng wikang Pangasinan sa kanilang mga sarili. Nagsalita rin siya ng wikang panrehiyon, ang Ilokano.	10782035	After school hours, my brother and I often stopped by my Auntie Mila's house at Kamias Street in Quezon City to play with my cousins. It was an ancient mansion that was once a foreign embassy. Workers supposedly moved it brick by brick from an outlying province into the city. Auntie Mila was a person attuned to Philippine native culture. She liked all these handmade wooden and shell native crafts. On the other hand, her husband, my Uncle Joe, was very pro-American and inculcated their kids in the English language early on because they intended on later emigrating to the USA. I thought to myself that it was unusual that these cousins spoke English at home as if they were actors on television. But they did speak Tagalog with us. Uncle Joe was from a province, Pangasinan, where Tagalog was a second language; there, people spoke the language Pangasinan amongst themselves. He spoke also the regional language, Ilocano.
10783510	Ang aking "Tito" Rey at "Tita" Lettie ay dating tumataya sa mga karera ng kabayo sa PNE, Pasipikong Nasyonal na Eksibisyon, sa Vancouver.	10783508	My "Uncle" Rey and "Auntie" Lettie used to bet in horse races in Vancouver's PNE, Pacific National Exhibition.
10783580	Tinulungan ng aking "Tito" Bert ang aking Papa Frank na itayo ang aming mga silid at banyo sa lapag.	10783569	My "Uncle" Bert helped my Papa Frank build our ground floor bedrooms and bathroom.
10783676	Ang pinturang iyon ay isang magandang rendisyon ng isang Byetnames na nayong katabi ng ilog.	10783665	That painting is a beautiful rendition of a Vietnamese riverside village.
10783869	Ipinantasya ko ang pagpunta sa kapuluan ng Haida Gwaii. Alam kong mahal.	10783864	I have fantasized about going to the Haida Gwaii archipelago. I know that it's expensive.
10783902	Ang mabatong baybayin ng BC ay kadalasang may maraming bituing-dagat, maraming kulay-ube.	10783901	Rocky coasts of BC often have plenty of starfish, many purple.
